id,qtype,defects,action
DP-00636,0,grounding_no_url,kept
DP-00637,0,grounding_no_url,kept
DP-00638,0,grounding_no_url,kept
DP-00640,0,grounding_no_url,kept
DP-00639,0,grounding_no_url,kept
DP-00641,0,grounding_no_url,kept
DP-00643,0,grounding_no_url,kept
DP-00642,0,grounding_no_url,kept
DP-00644,0,grounding_no_url,kept
DP-00645,0,grounding_no_url,kept
DP-00646,0,grounding_no_url,kept
DP-00647,0,grounding_no_url,kept
DP-00648,0,grounding_no_url,kept
DP-00649,0,grounding_no_url,kept
DP-00650,0,grounding_no_url,kept
DP-00651,0,grounding_no_url,kept
DP-00654,0,grounding_no_url,kept
DP-00655,0,grounding_no_url,kept
DP-00653,0,grounding_no_url,kept
DP-00656,0,grounding_no_url,kept
DP-00657,0,grounding_no_url,kept
DP-00658,0,grounding_no_url,kept
DP-00659,0,grounding_no_url,kept
DP-00660,0,grounding_no_url,kept
DP-00661,0,grounding_no_url,kept
DP-00662,0,grounding_no_url,kept
DP-00663,0,grounding_no_url,kept
DP-00664,0,grounding_no_url,kept
DP-00665,0,grounding_no_url,kept
DP-00666,0,grounding_no_url,kept
DP-00667,0,grounding_no_url,kept
DP-00668,0,grounding_no_url,kept
DP-00669,0,grounding_no_url,kept
DP-00670,0,grounding_no_url,kept
DP-00671,0,grounding_no_url,kept
DP-00672,0,grounding_no_url,kept
DP-00673,0,grounding_no_url,kept
DP-00674,0,grounding_no_url,kept
DP-00675,0,grounding_no_url,kept
DP-00676,0,grounding_no_url,kept
DP-00678,0,grounding_no_url,kept
DP-00677,0,grounding_no_url,kept
DP-00680,0,grounding_no_url,kept
DP-00679,0,grounding_no_url,kept
DP-00681,0,grounding_no_url,kept
DP-00682,0,grounding_no_url,kept
DP-00683,0,grounding_no_url,kept
DP-00652,0,grounding_no_url,kept
DP-00684,0,grounding_no_url,kept
DP-00685,0,grounding_no_url,kept
DP-00686,0,ambiguous_answer|grounding_no_url,quarantine
DP-00687,0,grounding_no_url,kept
DP-00688,0,grounding_no_url,kept
DP-00689,0,grounding_no_url,kept
DP-00690,0,grounding_no_url,kept
DP-00692,0,grounding_no_url,kept
DP-00691,0,grounding_no_url,kept
DP-00693,0,grounding_no_url,kept
DP-00694,0,grounding_no_url,kept
DP-00696,0,grounding_no_url,kept
DP-00695,0,grounding_no_url,kept
DP-00697,0,grounding_no_url,kept
DP-00698,0,grounding_no_url,kept
DP-00699,0,grounding_no_url,kept
DP-00700,0,grounding_no_url,kept
DP-00702,0,grounding_no_url,kept
DP-00701,0,grounding_no_url,kept
DP-00704,0,grounding_no_url,kept
DP-00703,0,grounding_no_url,kept
DP-00705,0,grounding_no_url,kept
DP-00706,0,grounding_no_url,kept
DP-00707,0,grounding_no_url,kept
DP-00708,0,grounding_no_url,kept
DP-00709,0,grounding_no_url,kept
DP-00712,0,grounding_no_url,kept
DP-00711,0,grounding_no_url,kept
DP-00710,0,grounding_no_url,kept
DP-00713,0,grounding_no_url,kept
DP-00714,0,grounding_no_url,kept
DP-00715,0,grounding_no_url,kept
DP-00716,0,grounding_no_url,kept
DP-00717,0,grounding_no_url,kept
DP-00718,0,grounding_no_url,kept
DP-00719,0,grounding_no_url,kept
DP-00720,0,grounding_no_url,kept
DP-00721,0,grounding_no_url,kept
DP-00722,0,grounding_no_url,kept
DP-00723,0,grounding_no_url,kept
DP-00724,0,grounding_no_url,kept
DP-00725,0,grounding_no_url,kept
DP-00726,0,grounding_no_url,kept
DP-00727,0,grounding_no_url,kept
DP-00728,0,grounding_no_url,kept
DP-00729,0,grounding_no_url,kept
DP-00730,0,grounding_no_url,kept
DP-00732,0,grounding_no_url,kept
DP-00731,0,grounding_no_url,kept
DP-00733,0,grounding_no_url,kept
DP-00734,0,grounding_no_url,kept
DP-00736,0,grounding_no_url,kept
DP-00735,0,grounding_no_url,kept
DP-00737,0,grounding_no_url,kept
DP-00738,0,grounding_no_url,kept
DP-00739,0,grounding_no_url,kept
DP-00740,0,grounding_no_url,kept
DP-00741,0,grounding_no_url,kept
DP-00742,0,grounding_no_url,kept
DP-00744,0,grounding_no_url,kept
DP-00743,0,grounding_no_url,kept
DP-00745,0,grounding_no_url,kept
DP-00746,0,grounding_no_url,kept
DP-00747,0,grounding_no_url,kept
DP-00748,0,grounding_no_url,kept
DP-00749,0,grounding_no_url,kept
DP-00750,0,grounding_no_url,kept
DP-00751,0,grounding_no_url,kept
DP-00752,0,grounding_no_url,kept
DP-00753,0,grounding_no_url,kept
DP-00754,0,grounding_no_url,kept
DP-00755,0,grounding_no_url,kept
DP-00756,0,grounding_no_url,kept
DP-00757,0,grounding_no_url,kept
DP-00758,0,grounding_no_url,kept
DP-00759,0,ambiguous_answer|grounding_no_url,quarantine
DP-00760,0,grounding_no_url,kept
DP-00762,0,grounding_no_url,kept
DP-00761,0,grounding_no_url,kept
DP-00763,0,grounding_no_url,kept
DP-00764,0,grounding_no_url,kept
DP-00765,0,grounding_no_url,kept
DP-00766,0,grounding_no_url,kept
DP-00767,0,grounding_no_url,kept
DP-00768,0,grounding_no_url,kept
DP-00769,0,grounding_no_url,kept
DP-00770,0,grounding_no_url,kept
DP-00771,0,grounding_no_url,kept
DP-00772,0,grounding_no_url,kept
DP-00773,0,grounding_no_url,kept
DP-00774,0,grounding_no_url,kept
DP-00775,0,grounding_no_url,kept
DP-00776,0,grounding_no_url,kept
DP-00778,0,grounding_no_url,kept
DP-00777,0,grounding_no_url,kept
DP-00779,0,grounding_no_url,kept
DP-00780,0,grounding_no_url,kept
DP-00781,0,grounding_no_url,kept
DP-00783,0,grounding_no_url,kept
DP-00782,0,grounding_no_url,kept
DP-00784,0,grounding_no_url,kept
DP-00785,0,grounding_no_url,kept
DP-00786,0,grounding_no_url,kept
DP-00787,0,grounding_no_url,kept
DP-00788,0,grounding_no_url,kept
DP-00789,0,grounding_no_url,kept
DP-00790,0,grounding_no_url,kept
DP-00791,0,ambiguous_answer|grounding_no_url,quarantine
DP-00792,0,grounding_no_url,kept
DP-00793,0,grounding_no_url,kept
DP-00794,0,grounding_no_url,kept
DP-00795,0,grounding_no_url,kept
DP-00796,0,ambiguous_answer|grounding_no_url,quarantine
DP-00797,0,grounding_no_url,kept
DP-00798,0,grounding_no_url,kept
DP-00799,0,grounding_no_url,kept
DP-00801,0,grounding_no_url,kept
DP-00800,0,grounding_no_url,kept
DP-00802,0,grounding_no_url,kept
DP-00803,0,grounding_no_url,kept
DP-00804,0,grounding_no_url,kept
DP-00805,0,grounding_no_url,kept
DP-00806,0,grounding_no_url,kept
DP-00807,0,grounding_no_url,kept
DP-00808,0,grounding_no_url,kept
DP-00809,0,grounding_no_url,kept
DP-00810,0,grounding_no_url,kept
DP-00811,0,grounding_no_url,kept
DP-00812,0,grounding_no_url,kept
DP-00813,0,grounding_no_url,kept
DP-00814,0,grounding_no_url,kept
DP-00816,0,grounding_no_url,kept
DP-00815,0,grounding_no_url,kept
DP-00817,0,grounding_no_url,kept
DP-00818,0,grounding_no_url,kept
DP-00819,0,grounding_no_url,kept
DP-00820,0,grounding_no_url,kept
DP-00821,0,ambiguous_answer|grounding_no_url,quarantine
DP-00822,0,grounding_no_url,kept
DP-00823,0,grounding_no_url,kept
DP-00824,0,grounding_no_url,kept
DP-00825,0,grounding_no_url,kept
DP-00826,0,grounding_no_url,kept
DP-00827,0,grounding_no_url,kept
DP-00829,0,grounding_no_url,kept
DP-00828,0,grounding_no_url,kept
DP-00830,0,grounding_no_url,kept
DP-00831,0,grounding_no_url,kept
DP-00832,0,grounding_no_url,kept
DP-00833,0,grounding_no_url,kept
DP-00834,0,grounding_no_url,kept
DP-00835,0,grounding_no_url,kept
DP-00836,0,grounding_no_url,kept
DP-00837,0,grounding_no_url,kept
DP-00838,0,grounding_no_url,kept
DP-00839,0,grounding_no_url,kept
DP-00841,0,grounding_no_url,kept
DP-00840,0,grounding_no_url,kept
DP-00842,0,grounding_no_url,kept
DP-00844,0,grounding_no_url,kept
DP-00843,0,grounding_no_url,kept
DP-00845,0,grounding_no_url,kept
DP-00846,0,grounding_no_url,kept
DP-00847,0,grounding_no_url,kept
DP-00850,0,grounding_no_url,kept
DP-00848,0,grounding_no_url,kept
DP-00849,0,grounding_no_url,kept
DP-00851,0,ambiguous_answer|grounding_no_url,quarantine
DP-00852,0,grounding_no_url,kept
DP-00853,0,grounding_no_url,kept
DP-00854,0,grounding_no_url,kept
DP-00855,0,grounding_no_url,kept
DP-00856,0,grounding_no_url,kept
DP-00857,0,grounding_no_url,kept
DP-00858,0,grounding_no_url,kept
DP-00859,0,grounding_no_url,kept
DP-00860,0,grounding_no_url,kept
DP-00861,0,grounding_no_url,kept
DP-00862,0,grounding_no_url,kept
DP-00864,0,grounding_no_url,kept
DP-00863,0,grounding_no_url,kept
DP-00865,0,grounding_no_url,kept
DP-00866,0,grounding_no_url,kept
DP-00868,0,grounding_no_url,kept
DP-00867,0,grounding_no_url,kept
DP-00870,0,grounding_no_url,kept
DP-00869,0,grounding_no_url,kept
DP-00871,0,grounding_no_url,kept
DP-00872,0,grounding_no_url,kept
DP-00873,0,grounding_no_url,kept
DP-00874,0,grounding_no_url,kept
DP-00875,0,grounding_no_url,kept
DP-00876,0,grounding_no_url,kept
DP-00877,0,grounding_no_url,kept
DP-00878,0,grounding_no_url,kept
DP-00879,0,grounding_no_url,kept
DP-00880,0,grounding_no_url,kept
DP-00881,0,grounding_no_url,kept
DP-00882,0,grounding_no_url,kept
DP-00883,0,grounding_no_url,kept
DP-00884,0,grounding_no_url,kept
DP-00885,0,grounding_no_url,kept
DP-00886,0,grounding_no_url,kept
DP-00887,0,grounding_no_url,kept
DP-00888,0,grounding_no_url,kept
DP-00889,0,grounding_no_url,kept
DP-00891,0,grounding_no_url,kept
DP-00890,0,grounding_no_url,kept
DP-00892,0,grounding_no_url,kept
DP-00893,0,grounding_no_url,kept
DP-00894,0,grounding_no_url,kept
DP-00895,0,grounding_no_url,kept
DP-00896,0,grounding_no_url,kept
DP-00898,0,grounding_no_url,kept
DP-00897,0,grounding_no_url,kept
DP-00899,0,grounding_no_url,kept
DP-00900,0,grounding_no_url,kept
DP-00901,0,grounding_no_url,kept
DP-00902,0,grounding_no_url,kept
DP-00903,0,grounding_no_url,kept
DP-00904,0,ambiguous_answer|grounding_no_url,quarantine
DP-00906,0,grounding_no_url,kept
DP-00905,0,grounding_no_url,kept
DP-00907,0,grounding_no_url,kept
DP-00908,0,grounding_no_url,kept
DP-00909,0,grounding_no_url,kept
DP-00910,0,grounding_no_url,kept
DP-00911,0,grounding_no_url,kept
DP-00912,0,grounding_no_url,kept
DP-00913,0,grounding_no_url,kept
DP-00914,0,grounding_no_url,kept
DP-00915,0,grounding_no_url,kept
DP-00916,0,grounding_no_url,kept
DP-00917,0,grounding_no_url,kept
DP-00918,0,grounding_no_url,kept
DP-00919,0,ambiguous_answer|grounding_no_url,quarantine
DP-00920,0,grounding_no_url,kept
DP-00921,0,grounding_no_url,kept
DP-00922,0,grounding_no_url,kept
DP-00923,0,grounding_no_url,kept
DP-00924,0,grounding_no_url,kept
DP-00925,0,grounding_no_url,kept
DP-00926,0,grounding_no_url,kept
DP-00927,0,grounding_no_url,kept
DP-00928,0,grounding_no_url,kept
DP-00931,0,grounding_no_url,kept
DP-00929,0,grounding_no_url,kept
DP-00930,0,grounding_no_url,kept
DP-00932,0,grounding_no_url,kept
DP-00933,0,grounding_no_url,kept
DP-00934,0,grounding_no_url,kept
DP-00935,0,grounding_no_url,kept
DP-00936,0,grounding_no_url,kept
DP-00937,0,grounding_no_url,kept
DP-00938,0,grounding_no_url,kept
DP-00939,0,grounding_no_url,kept
DP-00940,0,grounding_no_url,kept
DP-00941,0,grounding_no_url,kept
DP-00942,0,grounding_no_url,kept
DP-00943,0,grounding_no_url,kept
DP-00944,0,grounding_no_url,kept
DP-00945,0,grounding_no_url,kept
DP-00946,0,grounding_no_url,kept
DP-00947,0,grounding_no_url,kept
DP-00949,0,grounding_no_url,kept
DP-00948,0,grounding_no_url,kept
DP-00950,0,grounding_no_url,kept
DP-00951,0,grounding_no_url,kept
DP-00952,0,grounding_no_url,kept
DP-00953,0,grounding_no_url,kept
DP-00954,0,grounding_no_url,kept
DP-00955,0,grounding_no_url,kept
DP-00956,0,grounding_no_url,kept
DP-00957,0,grounding_no_url,kept
DP-00958,0,grounding_no_url,kept
DP-00960,0,grounding_no_url,kept
DP-00959,0,grounding_no_url,kept
DP-00961,0,grounding_no_url,kept
DP-00962,0,grounding_no_url,kept
DP-00965,0,grounding_no_url,kept
DP-00963,0,grounding_no_url,kept
DP-00964,0,grounding_no_url,kept
DP-00966,0,grounding_no_url,kept
DP-00967,0,grounding_no_url,kept
DP-00968,0,grounding_no_url,kept
DP-00969,0,grounding_no_url,kept
DP-00970,0,grounding_no_url,kept
DP-00971,0,grounding_no_url,kept
DP-00972,0,grounding_no_url,kept
DP-00973,0,grounding_no_url,kept
DP-00974,0,grounding_no_url,kept
DP-00975,0,grounding_no_url,kept
DP-00976,0,grounding_no_url,kept
DP-00977,0,ambiguous_answer|grounding_no_url,quarantine
DP-00978,0,grounding_no_url,kept
DP-00979,0,grounding_no_url,kept
DP-00980,0,grounding_no_url,kept
DP-00981,0,grounding_no_url,kept
DP-00982,0,grounding_no_url,kept
DP-00983,0,grounding_no_url,kept
DP-00984,0,grounding_no_url,kept
DP-00985,0,grounding_no_url,kept
DP-00986,0,grounding_no_url,kept
DP-00987,0,grounding_no_url,kept
DP-00988,0,grounding_no_url,kept
DP-00989,0,grounding_no_url,kept
DP-00990,0,grounding_no_url,kept
DP-00991,0,grounding_no_url,kept
DP-00993,0,grounding_no_url,kept
DP-00992,0,grounding_no_url,kept
DP-00994,0,grounding_no_url,kept
DP-00995,0,grounding_no_url,kept
DP-00996,0,grounding_no_url,kept
DP-00997,0,grounding_no_url,kept
DP-00998,0,grounding_no_url,kept
DP-00999,0,grounding_no_url,kept
DP-01000,0,grounding_no_url,kept
DP-01001,0,grounding_no_url,kept
DP-01002,0,ambiguous_answer|grounding_no_url,quarantine
DP-01003,0,grounding_no_url,kept
DP-01004,0,grounding_no_url,kept
DP-01005,0,grounding_no_url,kept
DP-01006,0,grounding_no_url,kept
DP-01007,0,grounding_no_url,kept
DP-01008,0,grounding_no_url,kept
DP-01009,0,grounding_no_url,kept
DP-01010,0,grounding_no_url,kept
DP-01012,0,grounding_no_url,kept
DP-01011,0,grounding_no_url,kept
DP-01014,0,grounding_no_url,kept
DP-01013,0,grounding_no_url,kept
DP-01016,0,grounding_no_url,kept
DP-01015,0,grounding_no_url,kept
DP-01017,0,grounding_no_url,kept
DP-01018,0,grounding_no_url,kept
DP-01019,0,grounding_no_url,kept
DP-01020,0,grounding_no_url,kept
DP-01021,0,grounding_no_url,kept
DP-01022,0,grounding_no_url,kept
DP-01024,0,grounding_no_url,kept
DP-01023,0,grounding_no_url,kept
DP-01025,0,grounding_no_url,kept
DP-01027,0,grounding_no_url,kept
DP-01026,0,grounding_no_url,kept
DP-01028,0,grounding_no_url,kept
DP-01029,0,grounding_no_url,kept
DP-01030,0,grounding_no_url,kept
DP-01031,0,grounding_no_url,kept
DP-01032,0,grounding_no_url,kept
DP-01033,0,grounding_no_url,kept
DP-01034,0,grounding_no_url,kept
DP-01035,0,grounding_no_url,kept
DP-01036,0,grounding_no_url,kept
DP-01037,0,grounding_no_url,kept
DP-01038,0,grounding_no_url,kept
DP-01039,0,grounding_no_url,kept
DP-01040,0,grounding_no_url,kept
DP-01041,0,grounding_no_url,kept
DP-01043,0,grounding_no_url,kept
DP-01042,0,grounding_no_url,kept
DP-01044,0,grounding_no_url,kept
DP-01045,0,grounding_no_url,kept
DP-01047,0,grounding_no_url,kept
DP-01046,0,grounding_no_url,kept
DP-01048,0,grounding_no_url,kept
DP-01049,0,grounding_no_url,kept
DP-01050,0,grounding_no_url,kept
DP-01051,0,grounding_no_url,kept
DP-01052,0,grounding_no_url,kept
DP-01053,0,grounding_no_url,kept
DP-01055,0,grounding_no_url,kept
DP-01054,0,grounding_no_url,kept
DP-01056,0,grounding_no_url,kept
DP-01057,0,grounding_no_url,kept
DP-01058,0,grounding_no_url,kept
DP-01059,0,grounding_no_url,kept
DP-01060,0,grounding_no_url,kept
DP-01061,0,grounding_no_url,kept
DP-01062,0,grounding_no_url,kept
DP-01066,0,grounding_no_url,kept
DP-01065,0,grounding_no_url,kept
DP-01064,0,grounding_no_url,kept
DP-01063,0,grounding_no_url,kept
DP-01067,0,grounding_no_url,kept
DP-01068,0,grounding_no_url,kept
DP-01070,0,grounding_no_url,kept
DP-01069,0,grounding_no_url,kept
DP-01071,0,grounding_no_url,kept
DP-01072,0,ambiguous_answer|grounding_no_url,quarantine
DP-01074,0,grounding_no_url,kept
DP-01073,0,grounding_no_url,kept
DP-01075,0,grounding_no_url,kept
DP-01076,0,ambiguous_answer|grounding_no_url,quarantine
DP-01077,0,grounding_no_url,kept
DP-01080,0,grounding_no_url,kept
DP-01081,0,grounding_no_url,kept
DP-01082,0,ambiguous_answer|grounding_no_url,quarantine
DP-01078,0,grounding_no_url,kept
DP-01079,0,grounding_no_url,kept
DP-01083,0,grounding_no_url,kept
DP-01084,0,grounding_no_url,kept
DP-01085,0,grounding_no_url,kept
DP-01086,0,grounding_no_url,kept
DP-01087,0,grounding_no_url,kept
DP-01088,0,grounding_no_url,kept
DP-01089,0,grounding_no_url,kept
DP-01090,0,grounding_no_url,kept
DP-01091,0,grounding_no_url,kept
DP-01092,0,grounding_no_url,kept
DP-01093,0,grounding_no_url,kept
DP-01094,0,grounding_no_url,kept
DP-01095,0,grounding_no_url,kept
DP-01096,0,grounding_no_url,kept
DP-01097,0,grounding_no_url,kept
DP-01100,0,grounding_no_url,kept
DP-01101,0,grounding_no_url,kept
DP-01102,0,grounding_no_url,kept
DP-01104,0,grounding_no_url,kept
DP-01103,0,grounding_no_url,kept
DP-01105,0,grounding_no_url,kept
DP-01106,0,grounding_no_url,kept
DP-01107,0,grounding_no_url,kept
DP-01108,0,grounding_no_url,kept
DP-01109,0,grounding_no_url,kept
DP-01110,0,grounding_no_url,kept
DP-01111,0,grounding_no_url,kept
DP-01112,0,grounding_no_url,kept
DP-01113,0,grounding_no_url,kept
DP-01114,0,grounding_no_url,kept
DP-01115,0,grounding_no_url,kept
DP-01117,0,grounding_no_url,kept
DP-01116,0,grounding_no_url,kept
DP-01118,0,grounding_no_url,kept
DP-01119,0,grounding_no_url,kept
DP-01120,0,grounding_no_url,kept
DP-01121,0,grounding_no_url,kept
DP-01122,0,grounding_no_url,kept
DP-01123,0,grounding_no_url,kept
DP-01124,0,grounding_no_url,kept
DP-01099,0,grounding_no_url,kept
DP-01125,0,grounding_no_url,kept
DP-01126,0,grounding_no_url,kept
DP-01127,0,grounding_no_url,kept
DP-01128,0,grounding_no_url,kept
DP-01098,0,grounding_no_url,kept
DP-01129,0,grounding_no_url,kept
DP-01130,0,grounding_no_url,kept
DP-01131,0,grounding_no_url,kept
DP-01133,0,grounding_no_url,kept
DP-01132,0,grounding_no_url,kept
DP-01134,0,grounding_no_url,kept
DP-01135,0,grounding_no_url,kept
DP-01136,0,grounding_no_url,kept
DP-01137,0,grounding_no_url,kept
DP-01138,0,grounding_no_url,kept
DP-01139,0,grounding_no_url,kept
DP-01140,0,grounding_no_url,kept
DP-01141,0,grounding_no_url,kept
DP-01142,0,grounding_no_url,kept
DP-01143,0,grounding_no_url,kept
DP-01144,0,grounding_no_url,kept
DP-01145,0,grounding_no_url,kept
DP-01146,0,grounding_no_url,kept
DP-01147,0,grounding_no_url,kept
DP-01148,0,grounding_no_url,kept
DP-01149,0,grounding_no_url,kept
DP-01150,0,ambiguous_answer|grounding_no_url,quarantine
DP-01151,0,grounding_no_url,kept
DP-01152,0,grounding_no_url,kept
DP-01153,0,grounding_no_url,kept
DP-01154,0,grounding_no_url,kept
DP-01155,0,grounding_no_url,kept
DP-01156,0,grounding_no_url,kept
DP-01157,0,grounding_no_url,kept
DP-01158,0,grounding_no_url,kept
DP-01161,0,grounding_no_url,kept
DP-01159,0,grounding_no_url,kept
DP-01160,0,grounding_no_url,kept
DP-01162,0,grounding_no_url,kept
DP-01163,0,grounding_no_url,kept
DP-01164,0,grounding_no_url,kept
DP-01165,0,grounding_no_url,kept
DP-01166,0,grounding_no_url,kept
DP-01167,0,grounding_no_url,kept
DP-01168,0,grounding_no_url,kept
DP-01169,0,grounding_no_url,kept
DP-01170,0,grounding_no_url,kept
DP-01171,0,grounding_no_url,kept
DP-01172,0,grounding_no_url,kept
DP-01173,0,grounding_no_url,kept
DP-01175,0,grounding_no_url,kept
DP-01174,0,grounding_no_url,kept
DP-01176,0,grounding_no_url,kept
DP-01177,0,grounding_no_url,kept
DP-01178,0,grounding_no_url,kept
DP-01179,0,grounding_no_url,kept
DP-01180,0,grounding_no_url,kept
DP-01181,0,grounding_no_url,kept
DP-01182,0,grounding_no_url,kept
DP-01183,0,grounding_no_url,kept
DP-01184,0,grounding_no_url,kept
DP-01185,0,grounding_no_url,kept
DP-01186,0,grounding_no_url,kept
DP-01187,0,grounding_no_url,kept
DP-01188,0,grounding_no_url,kept
DP-01189,0,grounding_no_url,kept
DP-01190,0,ambiguous_answer|grounding_no_url,quarantine
DP-01191,0,grounding_no_url,kept
DP-01192,0,grounding_no_url,kept
DP-01193,0,grounding_no_url,kept
DP-01194,0,grounding_no_url,kept
DP-01195,0,grounding_no_url,kept
DP-01196,0,grounding_no_url,kept
DP-01197,0,grounding_no_url,kept
DP-01198,0,grounding_no_url,kept
DP-01199,0,grounding_no_url,kept
DP-01201,0,grounding_no_url,kept
DP-01200,0,grounding_no_url,kept
DP-01203,0,grounding_no_url,kept
DP-01204,0,grounding_no_url,kept
DP-01202,0,grounding_no_url,kept
DP-01205,0,grounding_no_url,kept
DP-01206,0,grounding_no_url,kept
DP-01207,0,grounding_no_url,kept
DP-01208,0,grounding_no_url,kept
DP-01209,0,grounding_no_url,kept
DP-01210,0,grounding_no_url,kept
DP-01211,0,grounding_no_url,kept
DP-01212,0,grounding_no_url,kept
DP-01213,0,grounding_no_url,kept
DP-01214,0,grounding_no_url,kept
DP-01215,0,grounding_no_url,kept
DP-01218,0,grounding_no_url,kept
DP-01216,0,grounding_no_url,kept
DP-01219,0,grounding_no_url,kept
DP-01220,0,grounding_no_url,kept
DP-01217,0,grounding_no_url,kept
DP-01221,0,grounding_no_url,kept
DP-01222,0,grounding_no_url,kept
DP-01223,0,ambiguous_answer|grounding_no_url,quarantine
DP-01224,0,grounding_no_url,kept
DP-01225,0,grounding_no_url,kept
DP-01226,0,grounding_no_url,kept
DP-01227,0,grounding_no_url,kept
DP-01228,0,grounding_no_url,kept
DP-01229,0,grounding_no_url,kept
DP-01230,0,grounding_no_url,kept
DP-01231,0,grounding_no_url,kept
DP-01232,0,grounding_no_url,kept
DP-01233,0,grounding_no_url,kept
DP-01234,0,grounding_no_url,kept
DP-01235,0,grounding_no_url,kept
DP-01236,0,grounding_no_url,kept
DP-01237,0,grounding_no_url,kept
DP-01238,0,grounding_no_url,kept
DP-01239,0,grounding_no_url,kept
DP-01240,0,grounding_no_url,kept
DP-01241,0,grounding_no_url,kept
DP-01242,0,grounding_no_url,kept
DP-01243,0,grounding_no_url,kept
DP-01244,0,grounding_no_url,kept
DP-01245,0,grounding_no_url,kept
DP-01247,0,grounding_no_url,kept
DP-01246,0,grounding_no_url,kept
DP-01248,0,grounding_no_url,kept
DP-01249,0,grounding_no_url,kept
DP-01250,0,grounding_no_url,kept
DP-01251,0,grounding_no_url,kept
DP-01252,0,grounding_no_url,kept
DP-01253,0,grounding_no_url,kept
DP-01254,0,grounding_no_url,kept
DP-01255,0,grounding_no_url,kept
DP-01256,0,grounding_no_url,kept
DP-01257,0,grounding_no_url,kept
DP-01258,0,grounding_no_url,kept
DP-01259,0,grounding_no_url,kept
DP-01260,0,grounding_no_url,kept
DP-01261,0,grounding_no_url,kept
DP-01262,0,grounding_no_url,kept
DP-01263,0,grounding_no_url,kept
DP-01264,0,grounding_no_url,kept
DP-01265,0,grounding_no_url,kept
DP-01266,0,grounding_no_url,kept
DP-01267,0,grounding_no_url,kept
DP-01268,0,grounding_no_url,kept
DP-01270,0,grounding_no_url,kept
DP-01269,0,grounding_no_url,kept
DP-01271,0,grounding_no_url,kept
DP-01273,0,grounding_no_url,kept
DP-01272,0,grounding_no_url,kept
DP-01274,0,grounding_no_url,kept
DP-01275,0,grounding_no_url,kept
DP-01276,0,grounding_no_url,kept
DP-01277,0,grounding_no_url,kept
DP-01278,0,grounding_no_url,kept
DP-01279,0,grounding_no_url,kept
DP-01281,0,grounding_no_url,kept
DP-01280,0,grounding_no_url,kept
DP-01282,0,grounding_no_url,kept
DP-01283,0,grounding_no_url,kept
DP-01284,0,grounding_no_url,kept
DP-01285,0,grounding_no_url,kept
DP-01286,0,grounding_no_url,kept
DP-01287,0,grounding_no_url,kept
DP-01288,0,grounding_no_url,kept
DP-01289,0,grounding_no_url,kept
DP-01290,0,grounding_no_url,kept
DP-01291,0,grounding_no_url,kept
DP-01292,0,grounding_no_url,kept
DP-01293,0,grounding_no_url,kept
DP-01294,0,grounding_no_url,kept
DP-01295,0,grounding_no_url,kept
DP-01296,0,grounding_no_url,kept
DP-01297,0,grounding_no_url,kept
DP-01298,0,grounding_no_url,kept
DP-01299,0,grounding_no_url,kept
DP-01300,0,grounding_no_url,kept
DP-01301,0,grounding_no_url,kept
DP-01302,0,grounding_no_url,kept
DP-01303,0,ambiguous_answer|grounding_no_url,quarantine
DP-01304,0,grounding_no_url,kept
DP-01305,0,grounding_no_url,kept
DP-01306,0,grounding_no_url,kept
DP-01307,0,grounding_no_url,kept
DP-01308,0,grounding_no_url,kept
DP-01309,0,grounding_no_url,kept
DP-01310,0,grounding_no_url,kept
DP-01311,0,grounding_no_url,kept
DP-01312,0,grounding_no_url,kept
DP-01313,0,grounding_no_url,kept
DP-01315,0,grounding_no_url,kept
DP-01316,0,grounding_no_url,kept
DP-01314,0,grounding_no_url,kept
DP-01317,0,grounding_no_url,kept
DP-01318,0,grounding_no_url,kept
DP-01319,0,grounding_no_url,kept
DP-01320,0,grounding_no_url,kept
DP-01321,0,grounding_no_url,kept
DP-01323,0,grounding_no_url,kept
DP-01322,0,grounding_no_url,kept
DP-01324,0,grounding_no_url,kept
DP-01325,0,grounding_no_url,kept
DP-01326,0,grounding_no_url,kept
DP-01327,0,grounding_no_url,kept
DP-01328,0,grounding_no_url,kept
DP-01329,0,grounding_no_url,kept
DP-01330,0,grounding_no_url,kept
DP-01331,0,grounding_no_url,kept
DP-01332,0,grounding_no_url,kept
DP-01333,0,grounding_no_url,kept
DP-01334,0,grounding_no_url,kept
DP-01335,0,grounding_no_url,kept
DP-01336,0,grounding_no_url,kept
DP-01337,0,grounding_no_url,kept
DP-01338,0,grounding_no_url,kept
DP-01339,0,grounding_no_url,kept
DP-01340,0,grounding_no_url,kept
DP-01341,0,grounding_no_url,kept
DP-01342,0,grounding_no_url,kept
DP-01344,0,grounding_no_url,kept
DP-01343,0,grounding_no_url,kept
DP-01345,0,grounding_no_url,kept
DP-01347,0,grounding_no_url,kept
DP-01346,0,grounding_no_url,kept
DP-01348,0,grounding_no_url,kept
DP-01349,0,grounding_no_url,kept
DP-01350,0,grounding_no_url,kept
DP-01351,0,grounding_no_url,kept
DP-01352,0,grounding_no_url,kept
DP-01353,0,grounding_no_url,kept
DP-01354,0,grounding_no_url,kept
DP-01355,0,grounding_no_url,kept
DP-01357,0,grounding_no_url,kept
DP-01356,0,grounding_no_url,kept
DP-01358,0,grounding_no_url,kept
DP-01359,0,grounding_no_url,kept
DP-01360,0,grounding_no_url,kept
DP-01361,0,grounding_no_url,kept
